REF_NO,REF_NO2,REF_NO3,DESCRIP,BRAND_LINE,BRAND_LIN2,SUPP_CODE,GROUP,MAINGROUP,MR_COST,AVE_COST,MR_LNDCOST,CURRENCY,UNITS,UNITS2,SUPP_UNIT,STK_LOC1,OP_AVCOST,MRK_COST,BATPROM1,PROMQTY,TOT_DAMQTY,LAST_RECDT,LAST_ISSDT,QTY_ORDER,EXPECTDTE,PRICE_WSCH,PRICE_RTCH,PRICE_VNCH,PRICE_UNIT,OPSTKLOC,OPENDTE,PURCCODE,SALECODE,IBCODE,BATCST1,BATLNDCST1,BATQTY1,BATDTE1,BATORD1,LAT_PRICE,CSOCODE,LST_INVNO,LST_GRVNO,CNT_ORIGN,DISCOUNT,OFF_PRICE,BAR_CODE,IB
CD-214810859,CDIOR,214810859,5 COLOUR EYESHADOW,0152,,16-120P,,,0,0,0,USD,PCS,1,1,10,0,0,30,0,0,5/12/2009,7/27/2009,0,,0,0,0,1,10,1/1/2018,18-120,19-120,25-120,0,0,30,5/12/2009,10-7460,0,,, 2090162,,0,0,,
CD-271920004,CDIOR,271920004,DIORSKINPOWDER SHIMMER,0162,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,30,0,0,5/12/2009,1/26/2017,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,30,5/12/2009,10-7460,0,,, 2090162,,0,0,,
CD-272020052,CDIOR,F272020052,DIOR SKIN NUDE NATURAL GLOW FRESH P,0162,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,30,0,0,5/12/2009,1/26/2017,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,30,5/12/2009,10-7460,0,,, 2090162,,0,0,,
CD-272611033,CDIOR,F272611033,EYELINER PENCIL,0152,,16-120P,,,0,0,0,USD,PCS,1,1,5,0,0,30,0,0,5/12/2009,3/30/2011,0,,0,0,0,1,5,1/1/2018,18-120,19-120,25-120,0,0,30,5/12/2009,10-7460,0,,, 2090162,,0,0,,
CD-277440741,CDIOR,277440741,DIORKISS LIPPLUMPING LIP GLOSS,0172,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,30,0,0,5/12/2009,1/26/2017,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,30,5/12/2009,10-7460,0,,, 2090162,,0,0,,
CD-277440781,CDIOR,F277440781,DIORKISS LIP PLUMPING LIP GLOSS,0172,,16-120P,,,0,0,0,USD,PCS,1,1,9,0,0,30,0,0,5/12/2009,11/17/2009,0,,0,0,0,1,9,1/1/2018,18-120,19-120,25-120,0,0,30,5/12/2009,10-7460,0,,, 2090162,,0,0,,
CD-292341001,CDIOR,F292341001,DIOR CRISTAL SHINE LIPBALM GLOSS JE,0172,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,30,0,0,5/12/2009,1/26/2017,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,30,5/12/2009,10-7460,0,,, 2090162,,0,0,,
CD-292341002,CDIOR,292341002,DIOR CRISTAL SHINE LIPBALM & GLOSS,0172,,16-120P,,,0,0,0,USD,PCS,1,1,10,0,0,30,0,0,5/12/2009,10/2/2012,0,,0,0,0,1,10,1/1/2018,18-120,19-120,25-120,0,0,30,5/12/2009,10-7460,0,,, 2090162,,0,0,,
CD-426071100,CDIOR,426071100,SUMMER LOOK UPDATE SET WITHOUT TEST,1000,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,20,0,0,5/12/2009,2/21/2010,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,20,5/12/2009,10-7460,0,,, 2090162,,0,0,,
CD-002701001,CDIOR,F002701001,COLLOUR AWAKENING LIPBALM,0250,,16-120,,,23.05,87.47,88.281,USD,PCS,1,1,17,87.47,87.47,0,0,0,6/8/2016,2/5/2018,0,,112.2,165,0,1,17,1/1/2018,18-120,19-120,25-120,23.05,88.2815,36,6/8/2016,10-2878,0,,, 2141702,,0,0,3348900898844,
CD-014810259,CDIOR,F014810259,5 COLOUR IRIDESCENT EYESHADOW,0200,,16-120D,,,35.36,133.114,136.826,USD,PCS,1,1,0,133.114,133.114,0,0,0,11/2/2010,4/23/2014,0,,189.04,278,0,1,0,1/1/2018,18-120,19-120,25-120,35.36,136.8255,6,11/2/2010,10-8107,0,,, 2090271,,70,133,3348900907232,
CD-026145000,CDIOR,F026145000,AUTO BRONZANT TAN ACTV.& EXTENDER,0352,,16-120D,,,23.93,92.525,92.611,USD,120ML,1,1,0,92.525,92.525,0,0,0,6/29/2011,1/27/2013,0,,121.04,178,0,1,0,1/1/2018,18-120,19-120,25-120,23.93,92.6105,3,6/29/2011,10-8390,0,,, 2090271,,70,93,3348900892620,
CD-026118000,CDIOR,F026118000,PROTECTION SOLAIRE TAN HENCER,0352,,16-120,,,27.65,105.4,105.872,USD,200ML,1,1,26,105.4,105.4,0,0,0,4/16/2014,5/29/2016,0,,141.44,208,0,1,26,1/1/2018,18-120,19-120,25-120,27.65,105.8719,30,4/16/2014,10-1193,0,,, 2141248,,0,0,3348900892637,
CD-032187800,CDIOR,F032187800,SUBLISSIMI WHITENING UV SPOT CORREC,0361,,16-120D,,,28.77,111.504,111.504,USD,15ML,1,1,1,111.504,111.504,0,0,0,5/17/2009,1/27/2013,0,,148.92,219,0,1,1,1/1/2018,18-120,19-120,25-120,28.77,111.5042,120,5/17/2009,10-7488,0,,, 2090166,,80,112,3348900842366,
CD-044112050,CDIOR,F044112050,REVEAL MAKEUP UV BASE,0361,,16-120D,,,29.44,113.892,113.969,USD,30ML,1,1,0,113.892,113.892,0,0,0,12/15/2011,4/23/2014,0,,148.92,219,0,1,0,1/1/2018,18-120,19-120,25-120,29.44,113.9687,9,12/15/2011,10-8602,0,,, 2090166,,60,114,3348900884908,
CD-044142020,CDIOR,F044142020,REVEAL UV SHILD,0361,,16-120D,,,31.32,120.685,121.249,USD,30ML,1,1,0,120.685,120.685,0,0,0,1/11/2011,1/29/2013,0,,158.44,233,0,1,0,1/1/2018,18-120,19-120,25-120,31.32,121.2491,18,1/11/2011,10-8153,0,,, 2090166,,70,121,3348900884892,
CD-048052000,CDIOR,F048052000,REVEAL CREAM,0361,,16-120D,,,55.93,215.755,216.522,USD,50ML,1,1,0,215.755,215.755,0,0,0,1/11/2011,1/29/2013,0,,282.88,416,0,1,0,1/1/2018,18-120,19-120,25-120,55.93,216.5218,12,1/11/2011,10-8153,0,,, 2090166,,70,216,3348900885127,
CD-048732000,CDIOR,F048732000,REVEAL ESSENCE,0361,,16-120,,,77.97,17.794,301.845,USD,50ML,1,1,4,17.794,17.794,500,0,0,2/27/2011,1/27/2013,0,,394.4,580,0,1,4,1/1/2018,18-120,19-120,25-120,77.97,301.845,500,2/27/2011,10-8234,0,,, 2090166,,70,18,3348900885073,
CD-260656880,CDIOR,F260656880,SUBLISSIME WHITENING CLSNG GEL MILK,0405,,16-120P,,,0,0,0,USD,200ML,1,1,0,0,0,24,0,0,5/6/2010,1/26/2017,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,24,5/6/2010,10-7821,0,,, 2090381,,0,0,,
CD-249851880,CDIOR,F249851880,SUBLISSIME WHITNG EYE ILLUMING TREA,0405,,16-120P,,,0,0,0,USD,15ML,1,1,0,0,0,8,0,0,12/9/2009,1/26/2017,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,8,12/9/2009,10-7702,0,,, 2090379,,0,0,,
CD-248732000,CDIOR,F248732000,WHITE REVEAL ESSENCE,0405,,16-120P,,,0,0,0,USD,50ML,1,1,34,0,0,4,0,0,4/25/2011,12/22/2011,0,,0,0,0,1,34,1/1/2018,18-120,19-120,25-120,0,0,4,4/25/2011,10-8299,0,,, 2090379,,0,0,,
CD-248052000,CDIOR,F248052000,WHITE REVEAL CRM,0405,,16-120P,,,0,0,0,USD,50ML,1,1,0,0,0,4,0,0,4/25/2011,1/26/2017,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,4,4/25/2011,10-8299,0,,, 2090379,,0,0,,
CD-244142020,CDIOR,F244142020,WHITE REVEAL UV SHIELD,0405,,16-120P,,,0,0,0,USD,30ML,1,1,0,0,0,4,0,0,4/25/2011,1/26/2017,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,4,4/25/2011,10-8299,0,,, 2090379,,0,0,,
CD-244112050,CDIOR,F244112050,WHITE REVEAL M/UP UV BASE,0405,,16-120P,,,0,0,0,USD,30ML,1,1,0,0,0,1,0,0,4/4/2011,1/26/2017,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,1,4/4/2011,10-8257,0,,, 2090166,,0,0,,
CD-237885880,CDIOR,F237885880,SUBLISSIME WHITNG RADINCE FOAM CLNS,0405,,16-120P,,,0,0,0,USD,110ML,1,1,0,0,0,30,0,0,5/17/2009,10/9/2011,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,30,5/17/2009,10-7488,0,,, 2090166,,0,0,,
CD-232187800,CDIOR,F232187800,SUBLISSIME UV WHITNG SPOT CORRECTOR,0405,,16-120P,,,0,0,0,USD,15ML,1,1,26,0,0,4,0,0,4/25/2011,2/15/2011,0,,0,0,0,1,26,1/1/2018,18-120,19-120,25-120,0,0,4,4/25/2011,10-8299,0,,, 2090166,,0,0,,
CD-148732000,CDIOR,F148732000,WHITE REVEAL ESSENCE,0406,,16-120P,,,0,0,0,USD,2ML,1,1,0,0,0,300,0,0,1/16/2012,7/14/2013,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,300,1/16/2012,10-8634,0,,,20903781,,0,0,,
CD-144143020,CDIOR,F144143020,WHITE REVEAL UV SHIELD,0406,,16-120P,,,0,0,0,USD,3ML,1,1,0,0,0,400,0,0,8/2/2010,1/13/2011,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,400,8/2/2010,10-7975,0,,,20903781,,0,0,,
CD-310645000,CDIOR,F310645000,UPDATE SET WITH TESTER,0348,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,18,0,0,5/17/2009,9/28/2011,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,18,5/17/2009,10-7488,0,,, 2090166,,0,0,,
CD-261450000,CDIOR,F261450000,AUTO BRONZANT TAN ACTIVATOR EXTENDE,0346,,16-120P,,,0,0,0,USD,120ML,1,1,27,0,0,32,0,0,5/17/2009,2/14/2010,0,,0,0,0,1,27,1/1/2018,18-120,19-120,25-120,0,0,32,5/17/2009,10-7488,0,,, 2090166,,0,0,,
CD-226118000,CDIOR,F226118000,PROTECTION SOLAIR  TAN ENHENCER,0346,,16-120P,,,0,0,0,USD,200ML,1,1,24,0,0,4,0,0,5/5/2014,8/26/2015,0,,0,0,0,1,24,1/1/2018,18-120,19-120,25-120,0,0,4,5/5/2014,10-1193,0,,, 2141273,,0,0,,
CD-321002000,CDIOR,F321002000,MAKEUP MONOBLOCK BASE EMPTY,1000,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/17/2013,12/21/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/17/2013,10-9452,0,,, 2090166,,0,0,,
CD-277440851,CDIOR,F277440851,PLUMPING GLOSS,0385,,16-120P,,,0,0,0,USD,PCS,1,1,23,0,0,15,0,0,12/9/2009,11/17/2009,0,,0,0,0,1,23,1/1/2018,18-120,19-120,25-120,0,0,15,12/9/2009,10-7702,0,,, 2090381,,0,0,,
CD-299463000,CDIOR,F299463000,FOUNDATION POWDER BRUSH,0162,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,6,0,0,1/16/2012,6/20/2012,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,6,1/16/2012,10-8634,0,,, 2090166,,0,0,,
CD-072020052,CDIOR,F072020052,NUDE NATURAL GLOW POWDER,0370,,16-120D,,,28.37,109.954,109.954,USD,PCS,1,1,0,109.954,109.954,0,0,0,5/17/2009,4/23/2014,0,,165.24,243,0,1,0,1/1/2018,18-120,19-120,25-120,28.37,109.9539,120,5/17/2009,10-7488,0,,, 2090166,,80,110,3348900913660,
CD-049851880,CDIOR,F049851880,ILLUMINATING EYE TREATMENT,0369,,16-120D,,,33.34,129.331,129.331,USD,15ML,1,1,0,129.331,129.331,0,0,0,6/3/2009,1/29/2013,0,,174.76,257,0,1,0,1/1/2018,18-120,19-120,25-120,33.34,129.3305,180,6/3/2009,10-7505,0,,, 2090174,,80,129,3348900835573,
CD-060656880,CDIOR,F060656880,CLEANSING GEL MILK,0369,,16-120D,,,22.05,85.535,85.535,USD,200ML,1,1,0,85.535,85.535,0,0,0,6/3/2009,1/29/2013,0,,113.56,167,0,1,0,1/1/2018,18-120,19-120,25-120,22.05,85.535,100,6/3/2009,10-7505,0,,, 2090174,,80,86,3348900835597,
CD-533192001,CDIOR,F533192001,REVEAL UV SHIELD MAKE UP,0361,,16-120D,,,32.67,118.552,126.52,USD,PCS,1,1,2,118.552,118.552,0,0,0,11/29/2010,1/29/2013,0,,168.64,248,0,1,2,1/1/2018,18-120,19-120,25-120,32.67,126.5198,3,11/29/2010,10-8121,0,,, 2090174,,70,119,3348900879317,
CD-533192010,CDIOR,F533192010,REVEAL UV SHIELD MAKE UP,0361,,16-120,,,30.52,118.391,118.391,USD,PCS,1,1,0,118.391,118.391,0,0,0,6/3/2009,1/27/2013,0,,168.64,248,0,1,0,1/1/2018,18-120,19-120,25-120,30.52,118.3914,180,6/3/2009,10-7505,0,,, 2090174,,80,118,3348900879324,
CD-533192012,CDIOR,F533192012,REVEAL UV SHILD MAKE UP,0361,,16-120D,,,30.52,118.391,118.391,USD,PCS,1,1,1,118.391,118.391,0,0,0,6/3/2009,10/30/2015,0,,168.64,248,0,1,1,1/1/2018,18-120,19-120,25-120,30.52,118.3914,120,6/3/2009,10-7505,0,,, 2090174,,80,118,3348900879331,
CD-533192020,CDIOR,F533192020,REVEAL UV SHIELD MAKE UP,0361,,16-120,,,30.52,118.391,118.391,USD,PCS,1,1,1,118.391,118.391,0,0,0,6/3/2009,4/23/2014,0,,168.64,248,0,1,1,1/1/2018,18-120,19-120,25-120,30.52,118.3914,300,6/3/2009,10-7505,0,,, 2090174,,80,118,3348900879348,
CD-533192030,CDIOR,F533192030,REVEAL UV SHILD MAKE UP,0361,,16-120D,,,32.67,119.972,126.418,USD,PCS,1,1,2,119.972,119.972,0,0,0,11/2/2010,1/29/2013,0,,168.64,248,0,1,2,1/1/2018,18-120,19-120,25-120,32.67,126.4179,3,11/2/2010,10-8107,0,,, 2090174,,70,120,3348900879362,
CD-071660600,CDIOR,F071660600,J'DORE PARFUME,0110,,16-120,,,64.04,248.42,248.42,USD,7.5ML,1,1,12,248.42,248.42,0,0,0,6/3/2009,12/8/2015,0,,340.68,501,0,1,12,1/1/2018,18-120,19-120,25-120,64.04,248.4201,24,6/3/2009,10-7505,0,,, 2090174,,80,248,3348900756113,
CD-007260609,CDIOR,F007260609,PARFUM,0154,,16-120D,,,64.04,248.42,248.42,USD,PCS,1,1,0,248.42,248.42,0,0,0,6/3/2009,4/23/2014,0,,363.8,535,0,1,0,1/1/2018,18-120,19-120,25-120,64.04,248.4201,18,6/3/2009,10-7505,0,,, 2090174,,80,248,3348900756809,
CD-071566619,CDIOR,F071566619,PARFUME PURSE SPRAY REFILL,0110,,16-120D,,,53.95,209.28,209.28,USD,7.5ML,1,1,4,209.28,209.28,0,0,0,6/3/2009,12/28/2011,0,,286.28,421,0,1,4,1/1/2018,18-120,19-120,25-120,53.95,209.2796,9,6/3/2009,10-7505,0,,, 2090174,,80,209,3348900756144,
CD-071566609,CDIOR,F071566609,PARFUME REFILLABLE PURSE SPRAY,0110,,16-120,,,69.16,268.281,268.281,USD,7.5ML,1,1,2,268.281,268.281,0,0,0,6/3/2009,10/21/2011,0,,360.4,530,0,1,2,1/1/2018,18-120,19-120,25-120,69.16,268.2813,18,6/3/2009,10-7505,0,,, 2090174,,80,268,3348900756137,
CD-271560669,CDIOR,F271560669,PARFUM 7.5ML,0371,,16-120P,,,0,0,0,USD,7.5ML,1,1,3,0,0,9,0,0,6/3/2009,12/26/2013,0,,0,0,0,1,3,1/1/2018,18-120,19-120,25-120,0,0,9,6/3/2009,10-7505,0,,, 2090174,,0,0,,
CD-207260669,CDIOR,F207260669,PARFUM,0016,,16-120P,,,0,0,0,USD,7.5ML,1,1,3,0,0,6,0,0,6/3/2009,7/15/2009,0,,0,0,0,1,3,1/1/2018,18-120,19-120,25-120,0,0,6,6/3/2009,10-7505,0,,, 2090174,,0,0,,
CD-208307700,CDIOR,F208307700,PARFUM,0326,,16-120P,,,0,0,0,USD,7.5ML,1,1,0,0,0,6,0,0,6/3/2009,7/15/2009,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,6,6/3/2009,10-7505,0,,, 2090174,,0,0,,
CD-426511101,CDIOR,F426511101,SUMMER LIPGLOSS TESTER BOXES,1000,,16-120P,,,0,0,0,USD,PCS,1,1,7,0,0,7,0,0,6/3/2009,,0,,0,0,0,1,7,1/1/2018,18-120,19-120,25-120,0,0,7,6/3/2009,10-7505,0,,, 2090174,,0,0,,
CD-688030101,CDIOR,F688030101,SUMMER TESTER BOX SET,1000,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,20,0,0,6/3/2009,1/19/2017,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,20,6/3/2009,10-7505,0,,, 2090174,,0,0,,
CD-233192001,CDIOR,F233192001,DIORSNOW WHITE REVEAL UV SHIELD,0405,,16-120P,,,0,0,0,USD,PCS,1,1,29,0,0,27,0,0,8/25/2009,10/2/2012,0,,0,0,0,1,29,1/1/2018,18-120,19-120,25-120,0,0,27,8/25/2009,10-7595,0,,, 2090277,,0,0,,
CD-233192010,CDIOR,F233192010,DIORSNOW WHITE REVEAL SHIELD,0405,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,27,0,0,8/25/2009,1/26/2017,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,27,8/25/2009,10-7595,0,,, 2090277,,0,0,,
CD-233192012,CDIOR,F233192012,DIORSNOW WHITE  REVEAL SHIELD,0405,,16-120P,,,0,0,0,USD,PCS,1,1,26,0,0,27,0,0,8/25/2009,7/19/2010,0,,0,0,0,1,26,1/1/2018,18-120,19-120,25-120,0,0,27,8/25/2009,10-7595,0,,, 2090277,,0,0,,
CD-233192020,CDIOR,F233192020,DIORSNOW WHITE REVEAL SHIELD,0405,,16-120P,,,0,0,0,USD,PCS,1,1,25,0,0,27,0,0,8/25/2009,7/19/2010,0,,0,0,0,1,25,1/1/2018,18-120,19-120,25-120,0,0,27,8/25/2009,10-7595,0,,, 2090277,,0,0,,
CD-233192021,CDIOR,F233192021,DIORSNOW WHITE REVEAL SHIELD,0405,,16-120P,,,0,0,0,USD,PCS,1,1,51,0,0,27,0,0,8/25/2009,12/7/2011,0,,0,0,0,1,51,1/1/2018,18-120,19-120,25-120,0,0,27,8/25/2009,10-7595,0,,, 2090277,,0,0,,
CD-233192030,CDIOR,F233192030,DIORSNOW WHITE REVEAL SHIELD,0405,,16-120P,,,0,0,0,USD,PCS,1,1,25,0,0,27,0,0,8/25/2009,7/19/2010,0,,0,0,0,1,25,1/1/2018,18-120,19-120,25-120,0,0,27,8/25/2009,10-7595,0,,, 2090277,,0,0,,
CD-041009001,CDIOR,F041009001,LIGHT REVEAL IRIDESCENT,0361,,16-120,,,28.23,109.508,109.508,USD,PCS,1,1,2,109.508,109.508,0,0,0,6/3/2009,4/23/2014,0,,144.84,213,0,1,2,1/1/2018,18-120,19-120,25-120,28.23,109.5081,90,6/3/2009,10-7505,0,,, 2090174,,80,110,3348900896055,
CD-7449100090,CDIOR,F7449100090,ONEIDA CUT STOOL BLACK,1000,,16-120P,,,0,0,0,USD,PCS,1,1,2,0,0,8,0,0,6/28/2010,10/25/2010,0,,0,0,0,1,2,1/1/2018,18-120,19-120,25-120,0,0,8,6/28/2010,10-7938,0,,, 2090174,,0,0,,
CD-057064000,CDIOR,F057064000,DEOD.SPRAY,0150,,16-120,,,23.18,88.77,88.779,USD,150ML,1,1,1,88.77,88.77,0,0,0,4/20/2016,4/24/2017,0,,112.88,166,0,1,1,1/1/2018,18-120,19-120,25-120,23.18,88.7794,35,4/20/2016,10-2780,0,,, 2141672,,0,0,3348900911055,
CD-057014000,CDIOR,F057014000,AFTER SHAVE LOTION,0150,,16-120,,,43.72,166.985,167.448,USD,100ML,1,1,4,166.985,166.985,0,0,0,12/24/2015,3/11/2018,0,,212.84,313,0,1,7,1/1/2018,18-120,19-120,25-120,43.72,167.4476,20,12/24/2015,10-2532,0,,, 2141672,,0,0,3348900911109,
CD-005744000,CDIOR,F005744000,AFTER SHAVE BALM,0150,,16-120,,,33.8,124.844,129.42,USD,100ML,1,1,10,124.844,124.844,0,0,0,10/22/2015,12/11/2017,0,,164.56,242,0,1,12,1/1/2018,18-120,19-120,25-120,33.8,129.4202,6,10/22/2015,10-2420,26.48,,, 2141667,,0,0,3348900911093,
CD-000794000,CDIOR,F000794000,SOAP,0150,,16-120,,,16.06,61.414,61.51,USD,150GM,1,1,2,61.414,61.414,0,0,0,9/10/2015,2/24/2018,0,,78.2,115,0,1,5,1/1/2018,18-120,19-120,25-120,16.06,61.5098,9,9/10/2015,10-2344,0,,, 2141663,,0,0,3348900911048,
CD-000724000,CDIOR,F000724000,SHOWER GEL,0150,,16-120,,,24.16,91.28,92.518,USD,150ML,1,1,12,91.28,91.28,0,0,0,2/4/2015,3/28/2016,0,,117.64,173,0,1,12,1/1/2018,18-120,19-120,25-120,24.16,92.5183,6,2/4/2015,10-1815,0,,, 2141663,,0,0,3348900911031,
CD-002709001,CDIOR,F002709001,LIP POLISH SMOOTHING LACQUER,0250,,16-120,,,23.46,88.498,89.828,USD,PCS,1,1,24,88.498,88.498,0,0,0,8/31/2014,7/27/2017,0,,114.24,168,0,1,24,1/1/2018,18-120,19-120,25-120,23.46,89.8283,16,8/31/2014,10-1476,0,,, 2141496,,0,0,3348900918177,
CD-002709002,CDIOR,F002709002,LIP POLISH SMOOTHING LACQUER,0250,,16-120,,,23.46,89.735,89.828,USD,PCS,1,1,16,89.735,89.735,0,0,0,11/26/2014,1/20/2018,0,,114.24,168,0,1,18,1/1/2018,18-120,19-120,25-120,23.46,89.8283,10,11/26/2014,10-1679,20.03,,, 2141642,,0,0,3348900918184,
CD-002709003,CDIOR,F002709003,LIP POLISH SMOOTHING LACQUER,0250,,16-120,,,23.46,89.13,89.828,USD,PCS,1,1,45,89.13,89.13,0,0,0,8/31/2014,2/5/2018,0,,114.24,168,0,1,45,1/1/2018,18-120,19-120,25-120,23.46,89.8283,19,8/31/2014,10-1476,0,,, 2141496,,0,0,3348900918191,
CD-494401004,CDIOR,F494401004,TESTER BOX,0407,,16-120P,,,0,0,0,USD,PCS,1,1,6,0,0,6,0,0,6/14/2009,,0,,0,0,0,1,6,1/1/2018,18-120,19-120,25-120,0,0,6,6/14/2009,10-7522,0,,, 2090182,,0,0,,
CD-205743000,CDIOR,F205743000,A/S BALM,0102,,16-120P,,,0,0,0,USD,70ML,1,1,0,0,0,12,0,0,6/14/2009,2/9/2012,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,12,6/14/2009,10-7522,0,,, 2090182,,0,0,,
CD-701005000,CDIOR,F701005000,TESTER HOLDER WITH TESTER,0104,,16-120P,,,0,0,0,USD,PCS,1,1,4,0,0,15,0,0,6/14/2009,9/28/2011,0,,0,0,0,1,4,1/1/2018,18-120,19-120,25-120,0,0,15,6/14/2009,10-7522,0,,, 2090182,,0,0,,
CD-202709001,CDIOR,F202709001,DIOR ADDICT LIP POLISH SMOTHING LAC,0172,,16-120P,,,0,0,0,USD,PCS,1,1,6,0,0,2,0,0,9/2/2014,8/5/2015,0,,0,0,0,1,6,1/1/2018,18-120,19-120,25-120,0,0,2,9/2/2014,10-1476,0,,, 2141516,,0,0,,
CD-202709002,CDIOR,F202709002,DIOR ADDICT LIP POLISH SMOOTHING LA,0172,,16-120P,,,0,0,0,USD,PCS,1,1,9,0,0,1,0,0,11/26/2014,11/19/2015,0,,0,0,0,1,9,1/1/2018,18-120,19-120,25-120P,0,0,1,11/26/2014,10-1679,0,,, 2141652,,0,0,,
CD-202709003,CDIOR,F202709003,DIOR ADDICT LIPPOLISH SMOOTHING LAC,0172,,16-120P,,,0,0,0,USD,PCS,1,1,16,0,0,2,0,0,9/2/2014,4/13/2016,0,,0,0,0,1,17,1/1/2018,18-120,19-120,25-120,0,0,2,9/2/2014,10-1476,0,,, 2141516,,0,0,,
CD-426502101,CDIOR,F426502101,DIOR ADDICT LIP POLISH BAR,0174,,16-120P,,,0,0,0,USD,PCS,1,1,13,0,0,30,0,0,6/14/2009,6/30/2009,0,,0,0,0,1,13,1/1/2018,18-120,19-120,25-120,0,0,30,6/14/2009,10-7522,0,,, 2090182,,0,0,,
CD-065223009,CDIOR,F065223009,EDT SPRAY,0118,,16-120,,,40.6,157.441,157.441,USD,75ML,1,1,1,157.441,157.441,0,0,0,6/14/2009,4/23/2014,0,,284,284,284,1,5,1/1/2018,18-120,19-120,25-120,40.6,157.4411,600,6/14/2009,10-7522,0,,, 2090182,,80,157,3348900912595,
CD-065224009,CDIOR,F065224009,EDT SPRAY,0118,,16-120,,,57.94,224.683,224.683,USD,125ML,1,1,0,224.683,224.683,0,0,0,6/14/2009,4/23/2014,0,,427,427,427,1,3,1/1/2018,18-120,19-120,25-120,57.94,224.6832,600,6/14/2009,10-7522,0,,, 2090182,,80,225,3348900912601,
CD-165221000,CDIOR,F165221000,EDT SPRAY,0105,,16-120P,,,0,0,0,USD,1ML,1,1,620,0,0,5000,0,0,6/14/2009,4/24/2014,0,,0,0,0,1,670,1/1/2018,18-120,19-120,25-120,0,0,5000,6/14/2009,10-7522,0,,, 2090182,,0,0,,
CD-265224009,CDIOR,F265224009,EDT,0106,,16-120P,,,0,0,0,USD,125ML,1,1,0,0,0,150,0,0,6/14/2009,5/2/2012,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,150,6/14/2009,10-7522,0,,, 2090182,,0,0,,
CD-426005000,CDIOR,F426005000,MASCARA ICONIC 1/2 GRID,0154,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-426012000,CDIOR,F426012000,NAIL ENAMEL GRID DSS2,0184,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-426013000,CDIOR,F426013000,CREAMY LIP GLOSS 1/2 GRID,1019,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120P,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
CD-426015000,CDIOR,F426015000,FROUNDATION 1/2 GRID DSS2,1019,,16-120P,,,0,0,0,USD,PCS,1,1,0,0,0,2,0,0,7/5/2009,12/22/2016,0,,0,0,0,1,0,1/1/2018,18-120,19-120,25-120,0,0,2,7/5/2009,10-PROM,0,,, 2090221,,0,0,,
